"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"796",796,"CvY1u",11,1060259,1,44,1,150,0.757,1,0.766,1
"797",797,"CvY1u",12,1064107,1,34,-1,0,0.829,-1,0.854,1
"798",798,"CvY1u",13,1067771,1,11,1,149,0.646,1,0.806,1
"799",799,"CvY1u",14,1071371,1,1,1,152,0.573,1,0.845,1
"800",800,"CvY1u",15,1075027,1,45,-1,0,0.638,-1,0.91,1
"801",801,"CvY1u",16,1078714,1,16,-1,0,0.669,-1,0.846,1
"802",802,"CvY1u",17,1082499,1,3,-1,0,0.766,-1,0.902,1
"803",803,"CvY1u",18,1086379,1,21,-1,0,0.763,-1,0.933,1
"804",804,"CvY1u",19,1090594,1,34,-1,0,1.198,-1,0.854,1
"805",805,"CvY1u",2,1025320,1,33,1,149,1.674,1,0.874,1
"806",806,"CvY1u",20,1094250,1,1,1,152,0.638,1,0.734,1
"807",807,"CvY1u",21,1098081,1,14,1,140,0.653,1,0.751,1
"808",808,"CvY1u",22,1101658,1,33,1,149,0.557,1,0.855,1
"809",809,"CvY1u",23,1105298,1,3,-1,0,0.622,-1,0.71,1
"810",810,"CvY1u",24,1112433,2,34,-1,0,0.852,-1,0.797,1
"811",811,"CvY1u",25,1116370,2,35,1,141,0.671,1,0.91,1
"812",812,"CvY1u",26,1120146,2,1,1,152,0.757,1,0.831,1
"813",813,"CvY1u",27,1123881,2,4,-1,0,0.615,-1,0.694,1
"814",814,"CvY1u",28,1127698,2,21,-1,0,0.798,-1,0.75,1
"815",815,"CvY1u",29,1131370,2,21,-1,0,0.654,-1,0.702,1
"816",816,"CvY1u",3,1029292,1,44,1,150,0.947,1,1.086,1
"817",817,"CvY1u",30,1135113,2,34,-1,0,0.725,-1,0.837,1
"818",818,"CvY1u",31,1138985,2,3,-1,0,0.852,-1,0.638,1
"819",819,"CvY1u",32,1142585,2,45,-1,0,0.58,-1,0.67,1
"820",820,"CvY1u",33,1146234,2,44,1,150,0.63,1,0.677,1
"821",821,"CvY1u",34,1149784,2,1,1,152,0.531,1,0.741,1
"822",822,"CvY1u",35,1153353,2,33,1,149,0.556,1,0.677,1
"823",823,"CvY1u",36,1156956,2,44,1,150,0.584,1,0.588,1
"824",824,"CvY1u",37,1160543,2,33,1,149,0.572,1,0.881,1
"825",825,"CvY1u",38,1164164,2,45,-1,0,0.608,-1,0.69,1
"826",826,"CvY1u",39,1167864,2,11,1,149,0.684,1,0.735,1
"827",827,"CvY1u",4,1033156,1,4,-1,0,0.847,-1,0.75,1
"828",828,"CvY1u",40,1171433,2,3,-1,0,0.549,-1,0.693,1
"829",829,"CvY1u",41,1175024,2,14,1,140,0.573,1,0.678,1
"830",830,"CvY1u",42,1178632,2,16,-1,0,0.588,-1,0.728,1
"831",831,"CvY1u",43,1182513,2,11,1,149,0.86,1,0.654,1
"832",832,"CvY1u",44,1186119,2,14,1,140,0.588,1,0.911,1
"833",833,"CvY1u",45,1189913,2,35,1,141,0.692,1,0.669,1
"834",834,"CvY1u",46,1193529,2,16,-1,0,0.596,-1,0.899,1
"835",835,"CvY1u",47,1197576,2,4,-1,0,1.028,-1,0.575,1
"836",836,"CvY1u",48,1205431,3,34,-1,0,1.034,-1,0.838,1
"837",837,"CvY1u",49,1209423,3,3,-1,0,0.953,-1,0.479,1
"838",838,"CvY1u",5,1037108,1,35,1,141,0.791,1,0.773,1
"839",839,"CvY1u",50,1213167,3,14,1,140,0.729,1,0.494,1
"840",840,"CvY1u",51,1217072,3,16,-1,0,0.891,-1,0.439,1
"841",841,"CvY1u",52,1220815,3,35,1,141,0.73,1,0.871,1
"842",842,"CvY1u",53,1224448,3,3,-1,0,0.618,-1,0.55,1
"843",843,"CvY1u",54,1228264,3,16,-1,0,0.727,-1,0.502,1
"844",844,"CvY1u",55,1231945,3,4,-1,0,0.667,-1,0.35,1
"845",845,"CvY1u",56,1235895,3,45,-1,0,0.938,-1,0.423,1
"846",846,"CvY1u",57,1239576,3,44,1,150,0.667,1,0.453,1
"847",847,"CvY1u",58,1243120,3,1,1,152,0.531,1,0.702,1
"848",848,"CvY1u",59,1246992,3,4,-1,0,0.858,-1,0.406,1
"849",849,"CvY1u",6,1041244,1,16,-1,0,0.905,-1,0.835,1
"850",850,"CvY1u",60,1250528,3,33,1,149,0.523,1,0.63,1
"851",851,"CvY1u",61,1254152,3,44,1,150,0.57,1,0.675,1
"852",852,"CvY1u",62,1257824,3,14,1,140,0.659,1,0.679,1
"853",853,"CvY1u",63,1261775,3,33,1,149,0.938,1,0.735,1
"854",854,"CvY1u",64,1265697,3,35,1,141,0.907,1,0.524,1
"855",855,"CvY1u",65,1269272,3,45,-1,0,0.563,-1,0.684,1
"856",856,"CvY1u",66,1274047,3,21,-1,0,1.762,-1,0.659,1
"857",857,"CvY1u",67,1277726,3,11,1,149,0.601,1,0.608,1
"858",858,"CvY1u",68,1281303,3,21,-1,0,0.515,-1,0.67,1
"859",859,"CvY1u",69,1284854,3,34,-1,0,0.538,1,0.75,0
"860",860,"CvY1u",7,1045203,1,14,1,140,0.942,1,0.71,1
"861",861,"CvY1u",70,1288478,3,1,1,152,0.61,1,0.856,1
"862",862,"CvY1u",71,1292495,3,11,1,149,1.003,1,0.901,1
"863",863,"CvY1u",8,1048900,1,35,1,141,0.679,1,0.886,1
"864",864,"CvY1u",9,1052706,1,4,-1,0,0.788,-1,0.727,1
"937",937,"Gh7vV",0,894549,1,0,1,148,0.69,1,1.004,1
"938",938,"Gh7vV",1,898213,1,14,1,148,0.627,1,1.037,1
"939",939,"Gh7vV",10,931108,1,3,-1,0,0.548,-1,1.069,1
"940",940,"Gh7vV",11,934692,1,17,1,145,0.561,1,1.07,1
"941",941,"Gh7vV",12,938348,1,9,-1,0,0.633,-1,1.028,1
"942",942,"Gh7vV",13,941986,1,1,-1,0,0.603,-1,1.104,1
"943",943,"Gh7vV",14,945652,1,40,-1,0,0.63,-1,1.102,1
"944",944,"Gh7vV",15,949244,1,21,-1,0,0.553,-1,1.19,1
"945",945,"Gh7vV",16,952788,1,40,-1,0,0.506,-1,1.068,1
"946",946,"Gh7vV",17,956308,1,3,-1,0,0.493,-1,1.086,1
"947",947,"Gh7vV",18,959820,1,24,-1,0,0.482,-1,1.133,1
"948",948,"Gh7vV",19,963436,1,21,-1,0,0.575,-1,1.022,1
"949",949,"Gh7vV",2,901973,1,17,1,145,0.732,1,1.012,1
"950",950,"Gh7vV",20,966988,1,20,1,150,0.524,1,1.054,1
"951",951,"Gh7vV",21,970540,1,14,1,148,0.52,1,1.044,1
"952",952,"Gh7vV",22,974116,1,9,-1,0,0.536,-1,1.038,1
"953",953,"Gh7vV",23,977716,1,16,1,148,0.564,1,0.998,1
"954",954,"Gh7vV",24,983604,2,40,-1,0,0.567,-1,1.021,1
"955",955,"Gh7vV",25,987090,2,14,1,148,0.449,1,0.993,1
"956",956,"Gh7vV",26,990644,2,40,-1,0,0.525,-1,1.022,1
"957",957,"Gh7vV",27,994052,2,0,1,148,0.376,1,1.054,1
"958",958,"Gh7vV",28,997548,2,24,-1,0,0.465,-1,1.045,1
"959",959,"Gh7vV",29,1000980,2,21,-1,0,0.401,-1,1.102,1
"960",960,"Gh7vV",3,905668,1,24,-1,0,0.666,-1,1.021,1
"961",961,"Gh7vV",30,1004508,2,16,1,148,0.497,1,1.046,1
"962",962,"Gh7vV",31,1008084,2,21,-1,0,0.545,-1,1.062,1
"963",963,"Gh7vV",32,1011531,2,3,-1,0,0.416,-1,1.112,1
"964",964,"Gh7vV",33,1015052,2,17,1,145,0.495,1,0.926,1
"965",965,"Gh7vV",34,1018572,2,16,1,148,0.485,1,1.02,1
"966",966,"Gh7vV",35,1022154,2,20,1,150,0.545,1,1.063,1
"967",967,"Gh7vV",36,1025764,2,9,-1,0,0.583,-1,1.012,1
"968",968,"Gh7vV",37,1029234,2,42,1,143,0.432,1,1.007,1
"969",969,"Gh7vV",38,1032788,2,1,-1,0,0.515,-1,1.054,1
"970",970,"Gh7vV",39,1036332,2,9,-1,0,0.521,-1,1.021,1
"971",971,"Gh7vV",4,909210,1,16,1,148,0.516,1,1.001,1
"972",972,"Gh7vV",40,1039876,2,14,1,148,0.507,1,1.118,1
"973",973,"Gh7vV",41,1043508,2,24,-1,0,0.598,-1,0.878,1
"974",974,"Gh7vV",42,1047274,2,1,-1,0,0.73,-1,0.985,1
"975",975,"Gh7vV",43,1050884,2,17,1,145,0.571,1,1.069,1
"976",976,"Gh7vV",44,1054412,2,3,-1,0,0.492,-1,1.07,1
"977",977,"Gh7vV",45,1057972,2,20,1,150,0.526,1,1.045,1
"978",978,"Gh7vV",46,1061532,2,0,1,148,0.526,1,1.094,1
"979",979,"Gh7vV",47,1065108,2,42,1,143,0.546,1,1.149,1
"980",980,"Gh7vV",48,1070740,3,17,1,145,0.506,1,1.022,1
"981",981,"Gh7vV",49,1074218,3,21,-1,0,0.453,-1,1.079,1
"982",982,"Gh7vV",5,912804,1,20,1,150,0.555,1,1.077,1
"983",983,"Gh7vV",50,1077668,3,1,-1,0,0.427,-1,0.974,1
"984",984,"Gh7vV",51,1081116,3,42,1,143,0.424,1,0.964,1
"985",985,"Gh7vV",52,1084596,3,17,1,145,0.452,1,1.005,1
"986",986,"Gh7vV",53,1088081,3,0,1,148,0.445,1,1.056,1
"987",987,"Gh7vV",54,1091596,3,20,1,150,0.485,1,1.061,1
"988",988,"Gh7vV",55,1095164,3,0,1,148,0.542,1,1.012,1
"989",989,"Gh7vV",56,1098780,3,3,-1,0,0.583,-1,0.902,1
"990",990,"Gh7vV",57,1102348,3,9,-1,0,0.537,-1,0.908,1
"991",991,"Gh7vV",58,1105825,3,21,-1,0,0.444,-1,0.96,1
"992",992,"Gh7vV",59,1109362,3,1,-1,0,0.504,-1,1.039,1
"993",993,"Gh7vV",6,916516,1,0,1,148,0.68,1,1.094,1
"994",994,"Gh7vV",60,1112996,3,24,-1,0,0.596,-1,1.094,1
"995",995,"Gh7vV",61,1116548,3,42,1,143,0.512,1,0.941,1
"996",996,"Gh7vV",62,1120189,3,3,-1,0,0.605,-1,0.973,1
"997",997,"Gh7vV",63,1123820,3,40,-1,0,0.6,-1,1.086,1
"998",998,"Gh7vV",64,1127525,3,14,1,148,0.665,1,1.013,1
"999",999,"Gh7vV",65,1131085,3,24,-1,0,0.526,-1,1.045,1
"1000",1000,"Gh7vV",66,1134596,3,40,-1,0,0.476,-1,1.053,1
"1001",1001,"Gh7vV",67,1138157,3,9,-1,0,0.533,-1,0.997,1
"1002",1002,"Gh7vV",68,1141685,3,20,1,150,0.488,1,0.973,1
"1003",1003,"Gh7vV",69,1145221,3,14,1,148,0.501,1,1.101,1
"1004",1004,"Gh7vV",7,920140,1,42,1,143,0.592,1,1.022,1
"1005",1005,"Gh7vV",70,1148813,3,16,1,148,0.564,1,1.108,1
"1006",1006,"Gh7vV",71,1152876,3,16,1,148,1.028,1,1.005,1
"1007",1007,"Gh7vV",8,923772,1,1,-1,0,0.604,-1,1.07,1
"1008",1008,"Gh7vV",9,927532,1,42,1,143,0.73,1,1.021,1
"1009",1009,"iDB50",0,3064211,1,30,1,141,0.483,1,1.047,1
"1010",1010,"iDB50",1,3069012,1,35,-1,0,1.75,-1,0.802,1
"1011",1011,"iDB50",10,3103725,1,6,-1,0,1.402,-1,0.689,1
"1012",1012,"iDB50",11,3107482,1,47,-1,0,0.728,NA,NA,NA
"1013",1013,"iDB50",12,3113283,1,14,1,145,1.248,1,0.574,1
"1014",1014,"iDB50",13,3116906,1,11,1,148,0.589,1,0.696,1
"1015",1015,"iDB50",14,3120592,1,43,1,150,0.649,1,0.648,1
"1016",1016,"iDB50",15,3124290,1,6,-1,0,0.659,-1,0.551,1
"1017",1017,"iDB50",16,3127897,1,17,-1,0,0.568,-1,0.675,1
"1018",1018,"iDB50",17,3131612,1,42,1,155,0.673,1,0.735,1
"1019",1019,"iDB50",18,3135250,1,43,1,150,0.602,1,0.982,1
"1020",1020,"iDB50",19,3139046,1,42,1,155,0.612,1,0.781,1
"1021",1021,"iDB50",2,3072764,1,11,1,148,0.712,1,0.824,1
"1022",1022,"iDB50",20,3142740,1,41,-1,0,0.662,-1,0.729,1
"1023",1023,"iDB50",21,3146468,1,35,-1,0,0.7,1,0.629,0
"1024",1024,"iDB50",22,3150370,1,40,1,157,0.863,1,0.901,1
"1025",1025,"iDB50",23,3154386,1,47,-1,0,0.979,-1,0.737,1
"1026",1026,"iDB50",24,3162692,2,17,-1,0,0.81,-1,0.75,1
"1027",1027,"iDB50",25,3166435,2,10,-1,0,0.706,-1,0.56,1
"1028",1028,"iDB50",26,3170076,2,42,1,155,0.612,1,0.836,1
"1029",1029,"iDB50",27,3173976,2,10,-1,0,0.871,-1,0.603,1
"1030",1030,"iDB50",28,3177698,2,35,-1,0,0.679,-1,0.467,1
"1031",1031,"iDB50",29,3181276,2,42,1,155,0.539,1,0.623,1
"1032",1032,"iDB50",3,3076501,1,30,1,141,0.571,1,1.029,1
"1033",1033,"iDB50",30,3184966,2,14,1,145,0.658,1,0.874,1
"1034",1034,"iDB50",31,3188615,2,47,-1,0,0.615,-1,0.695,1
"1035",1035,"iDB50",32,3192556,2,6,-1,0,0.909,-1,0.683,1
"1036",1036,"iDB50",33,3196225,2,47,-1,0,0.634,-1,0.986,1
"1037",1037,"iDB50",34,3200145,2,41,-1,0,0.744,-1,0.788,1
"1038",1038,"iDB50",35,3203864,2,35,-1,0,0.675,-1,0.735,1
"1039",1039,"iDB50",36,3207535,2,41,-1,0,0.634,-1,0.774,1
"1040",1040,"iDB50",37,3211523,2,43,1,150,0.953,1,0.815,1
"1041",1041,"iDB50",38,3215172,2,40,1,157,0.619,1,0.787,1
"1042",1042,"iDB50",39,3218848,2,6,-1,0,0.637,-1,0.795,1
"1043",1043,"iDB50",4,3080260,1,41,-1,0,0.722,-1,0.97,1
"1044",1044,"iDB50",40,3222740,2,30,1,141,0.858,1,0.81,1
"1045",1045,"iDB50",41,3226374,2,43,1,150,0.592,1,0.77,1
"1046",1046,"iDB50",42,3230165,2,17,-1,0,0.752,-1,0.925,1
"1047",1047,"iDB50",43,3234195,2,11,1,148,0.99,1,0.684,1
"1048",1048,"iDB50",44,3238232,2,14,1,145,0.999,1,0.635,1
"1049",1049,"iDB50",45,3241995,2,40,1,157,0.703,1,0.68,1
"1050",1050,"iDB50",46,3245546,2,11,1,148,0.511,1,0.577,1
"1051",1051,"iDB50",47,3249216,2,30,1,141,0.608,1,0.632,1
"1052",1052,"iDB50",48,3264484,3,47,-1,0,0.537,-1,0.799,1
"1053",1053,"iDB50",49,3268311,3,40,1,157,0.788,1,0.659,1
"1054",1054,"iDB50",5,3083972,1,17,-1,0,0.676,-1,0.68,1
"1055",1055,"iDB50",50,3271918,3,30,1,141,0.571,1,0.811,1
"1056",1056,"iDB50",51,3275507,3,35,-1,0,0.55,-1,0.829,1
"1057",1057,"iDB50",52,3279178,3,10,-1,0,0.629,-1,0.893,1
"1058",1058,"iDB50",53,3282953,3,30,1,141,0.741,1,0.863,1
"1059",1059,"iDB50",54,3286780,3,10,-1,0,0.79,-1,1.644,1
"1060",1060,"iDB50",55,3290500,3,11,1,148,0.672,1,0.713,1
"1061",1061,"iDB50",56,3294265,3,43,1,150,0.727,1,0.745,1
"1062",1062,"iDB50",57,3298042,3,41,-1,0,0.743,-1,0.753,1
"1063",1063,"iDB50",58,3301674,3,6,-1,0,0.591,-1,0.758,1
"1064",1064,"iDB50",59,3305346,3,6,-1,0,0.641,-1,0.688,1
"1065",1065,"iDB50",6,3087737,1,10,-1,0,0.729,-1,0.695,1
"1066",1066,"iDB50",60,3308954,3,41,-1,0,0.564,-1,0.769,1
"1067",1067,"iDB50",61,3312363,3,11,1,148,0.374,1,0.807,1
"1068",1068,"iDB50",62,3316091,3,42,1,155,0.686,1,0.64,1
"1069",1069,"iDB50",63,3319641,3,43,1,150,0.512,1,0.657,1
"1070",1070,"iDB50",64,3323478,3,47,-1,0,0.792,-1,0.761,1
"1071",1071,"iDB50",65,3327167,3,14,1,145,0.651,1,0.696,1
"1072",1072,"iDB50",66,3330881,3,14,1,145,0.68,1,0.725,1
"1073",1073,"iDB50",67,3334456,3,40,1,157,0.535,1,0.659,1
