"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation_confirmation","","html-keyboard-response","808","1684611","0.0-3.0-132.0-2.0-0.0","32","45313","Female","null","","","","null","","65","","","1682888","","","","","","","1717","63883","1723","64160","1717","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","809","1686432","0.0-3.0-132.0-4.0","32","45313","Female","null","","","","null","","65","","","1684611","","","","","","","1800","65600","1821","65883","1800","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","810","1687838","0.0-3.0-134.0-0.0","32","45313","Female","null","","","","null","","66","","","1686432","2","","","","1","","1400","67400","1406","67704","","","","","","","","","","","","B","0","1400","right","scramble","2400","3","5","18","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","811","1688241","0.0-3.0-134.0-1.0-0.0","32","45313","Female","399","","","","75","","66","","","1687838","","","","","0","","399","68800","403","69110","1600","","0","18","5","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","812","1689448","0.0-3.0-134.0-2.0-0.0","32","45313","Female","null","","","","null","","66","","","1688241","","","","","","","1201","69199","1207","69513","1201","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","813","1691854","0.0-3.0-134.0-4.0","32","45313","Female","null","","","","null","","66","","","1689448","","","","","","","2400","70400","2406","70720","2400","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","814","1692654","0.0-3.0-136.0-0.0","32","45313","Female","792","","","","68","","67","","","1691854","2","","","","0","","792","72800","800","73126","","","1","26","44","body_parts","objects","0","0","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","K","0","0","","original","1100","3","26","44","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","815","1694868","0.0-3.0-136.0-2.0-0.0","32","45313","Female","null","","","","null","","67","","","1692654","","","","","","","2208","73592","2214","73926","2208","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","816","1695974","0.0-3.0-136.0-4.0","32","45313","Female","null","","","","null","","67","","","1694868","","","","","","","1100","75800","1106","76140","1100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","817","1697222","0.0-3.0-138.0-0.0","32","45313","Female","1239","","","","75","","68","","","1695974","2","","","","0","","1239","76900","1248","77246","","","0","30","39","body_parts","objects","36","5","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","E","0","0","","original","3300","3","39","30","objects","body_parts","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","5","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","818","1698989","0.0-3.0-138.0-2.0-0.0","32","45313","Female","null","","","","null","","68","","","1697222","","","","","","","1761","78139","1767","78494","1761","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","819","1702296","0.0-3.0-138.0-4.0","32","45313","Female","null","","","","null","","68","","","1698989","","","","","","","3300","79900","3307","80261","3300","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","820","1703003","0.0-3.0-140.0-0.0","32","45313","Female","null","","","","null","","69","","","1702296","2","","","","1","","700","83200","707","83568","","","","","","","","","","","","J","0","700","right","scramble","2200","3","23","46","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","821","1703496","0.0-3.0-140.0-1.0-0.0","32","45313","Female","486","","","","75","","69","","","1703003","","","","","0","","486","83900","493","84275","2300","","0","46","23","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","822","1705318","0.0-3.0-140.0-2.0-0.0","32","45313","Female","null","","","","null","","69","","","1703496","","","","","","","1814","84386","1822","84768","1814","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","823","1707524","0.0-3.0-140.0-4.0","32","45313","Female","null","","","","null","","69","","","1705318","","","","","","","2200","86200","2206","86590","2200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","824","1708910","0.0-3.0-142.0-0.0","32","45313","Female","1381","","","","68","","70","","","1707524","2","","","","0","","1381","88400","1386","88796","","","1","5","18","outdoor_scenes","faces","71","0","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","B","0","0","","original","2000","3","5","18","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","71","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","825","1710534","0.0-3.0-142.0-2.0-0.0","32","45313","Female","null","","","","null","","70","","","1708910","","","","","","","1619","89781","1624","90182","1619","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","826","1712540","0.0-3.0-142.0-4.0","32","45313","Female","null","","","","null","","70","","","1710534","","","","","","","2000","91400","2006","91806","2000","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","827","1714047","0.0-3.0-144.0-0.0","32","45313","Female","null","","","","null","","71","","","1712540","2","","","","1","","1500","93400","1507","93812","","","","","","","","","","","","D","0","1500","right","scramble","2100","3","36","20","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","828","1714401","0.0-3.0-144.0-1.0-0.0","32","45313","Female","348","","","","75","","71","","","1714047","","","","","0","","348","94900","354","95319","1500","","0","20","36","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","829","1715559","0.0-3.0-144.0-2.0-0.0","32","45313","Female","null","","","","null","","71","","","1714401","","","","","","","1152","95248","1158","95673","1152","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","830","1717664","0.0-3.0-144.0-4.0","32","45313","Female","null","","","","null","","71","","","1715559","","","","","","","2100","96400","2105","96831","2100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","831","1718502","0.0-3.0-146.0-0.0","32","45313","Female","833","","","","75","","72","","","1717664","2","","","","0","","833","98500","838","98936","","","0","0","22","outdoor_scenes","faces","100","13","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","H","0","0","","original","1200","3","22","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","13","100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","832","1720676","0.0-3.0-146.0-2.0-0.0","32","45313","Female","null","","","","null","","72","","","1718502","","","","","","","2167","99333","2174","99774","2167","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","833","1721884","0.0-3.0-146.0-4.0","32","45313","Female","null","","","","null","","72","","","1720676","","","","","","","1200","101500","1208","101948","1200","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","834","1723091","0.0-3.0-148.0-0.0","32","45313","Female","null","","","","null","","73","","","1721884","2","","","","1","","1200","102700","1207","103156","","","","","","","","","","","","L","0","1200","left","scramble","3400","3","27","14","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","835","1723485","0.0-3.0-148.0-1.0-0.0","32","45313","Female","388","","","","68","","73","","","1723091","","","","","0","","388","103900","394","104363","1800","","1","27","14","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","836","1724904","0.0-3.0-148.0-2.0-0.0","32","45313","Female","null","","","","null","","73","","","1723485","","","","","","","1412","104288","1419","104757","1412","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
